Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL,Price
GPU,,Nvidia,GeForce 820M,431,3.79,9266,https://gpu.userbenchmark.com/SpeedTest/9527/NVIDIA-GeForce-820M,
GPU,,AMD,Radeon HD 8610G,432,3.69,5188,https://gpu.userbenchmark.com/SpeedTest/8531/AMD-Radeon-HD-8610G,
GPU,,Nvidia,NVS 5400M,433,3.69,1652,https://gpu.userbenchmark.com/SpeedTest/7907/NVIDIA-NVS-5400M,
GPU,,Nvidia,GeForce 9800M-GS,434,3.65,228,https://gpu.userbenchmark.com/SpeedTest/9719/NVIDIA-GeForce-9800M-GS,
GPU,,AMD,Radeon HD 7500M,435,3.63,12745,https://gpu.userbenchmark.com/SpeedTest/8602/AMD-Radeon-HD-7500M7600M,
GPU,,Nvidia,GeForce GT 630,436,3.62,60212,https://gpu.userbenchmark.com/SpeedTest/7766/NVIDIA-GeForce-GT-630,
GPU,,AMD,Radeon HD 6550D,437,3.61,4197,https://gpu.userbenchmark.com/SpeedTest/9223/AMD-Radeon-HD-6550D,
GPU,,ATI,Radeon HD 4670,438,3.57,21442,https://gpu.userbenchmark.com/SpeedTest/8077/ATI-Radeon-HD-4600,
GPU,,Nvidia,GeForce GTS 250M,439,3.57,297,https://gpu.userbenchmark.com/SpeedTest/8494/NVIDIA-GeForce-GTS-250M,
GPU,,Nvidia,Quadro FX 1800,440,3.56,6394,https://gpu.userbenchmark.com/SpeedTest/7957/NVIDIA-Quadro-FX-1800,
GPU,,Intel,HD 5500 (Mobile 0.95 GHz),441,3.56,231498,https://gpu.userbenchmark.com/SpeedTest/16570/IntelR-HD-Graphics-5500,
GPU,,Nvidia,GeForce GT 720M,442,3.55,4823,https://gpu.userbenchmark.com/SpeedTest/7921/NVIDIA-GeForce-GT-720M,
GPU,,AMD,Radeon HD 7610M,443,3.51,308,https://gpu.userbenchmark.com/SpeedTest/11031/AMD-Radeon-HD-7610M,
GPU,,Nvidia,GeForce GT 550M,444,3.51,926,https://gpu.userbenchmark.com/SpeedTest/8663/NVIDIA-GeForce-GT-550M,
GPU,,Nvidia,GeForce 710M,445,3.48,2241,https://gpu.userbenchmark.com/SpeedTest/10751/NVIDIA-GeForce-710M,
GPU,,AMD,Radeon HD 8550G,446,3.48,2990,https://gpu.userbenchmark.com/SpeedTest/7799/AMD-Radeon-HD-8550G,
GPU,,AMD,Radeon HD 6500M,447,3.47,12937,https://gpu.userbenchmark.com/SpeedTest/7936/AMD-Radeon-HD-6500M56005700,
GPU,,Nvidia,GeForce GT 320,448,3.45,2109,https://gpu.userbenchmark.com/SpeedTest/11866/NVIDIA-GeForce-GT-320,
GPU,,Intel,HD 5000 (Mobile 1.0/1.1 GHz),449,3.44,6906,https://gpu.userbenchmark.com/SpeedTest/8536/IntelR-HD-Graphics-5000,
GPU,,Nvidia,Quadro FX 3600M,450,3.44,114,https://gpu.userbenchmark.com/SpeedTest/9773/NVIDIA-Quadro-FX-3600M,
GPU,,Nvidia,GeForce GT 710,451,3.43,187161,https://gpu.userbenchmark.com/SpeedTest/77649/NVIDIA-GeForce-GT-710,
GPU,,AMD,Radeon HD 8510G,452,3.42,2125,https://gpu.userbenchmark.com/SpeedTest/9309/AMD-Radeon-HD-8510G,
GPU,,Intel,HD 615 (Mobile Kaby Lake),453,3.4,11115,https://gpu.userbenchmark.com/SpeedTest/193629/IntelR-HD-Graphics-615,
GPU,,Nvidia,Quadro K600,454,3.4,8087,https://gpu.userbenchmark.com/SpeedTest/8080/NVIDIA-Quadro-K600,
GPU,,Nvidia,GeForce GT 635M,455,3.35,3113,https://gpu.userbenchmark.com/SpeedTest/8120/NVIDIA-GeForce-GT-635M,
GPU,,Nvidia,Quadro K1000M,456,3.33,4204,https://gpu.userbenchmark.com/SpeedTest/7800/NVIDIA-Quadro-K1000M,
GPU,,Intel,HD Graphics P4600,457,3.32,2141,https://gpu.userbenchmark.com/SpeedTest/18483/IntelR-HD-Graphics-P4600,
GPU,,AMD,Radeon HD 7640G,458,3.31,7719,https://gpu.userbenchmark.com/SpeedTest/7903/AMD-Radeon-HD-7640G,
GPU,,Nvidia,GeForce GT620M,459,3.31,886,https://gpu.userbenchmark.com/SpeedTest/13398/NVIDIA-GeForce-GT620M,
GPU,,Nvidia,GeForce GT 630M,460,3.3,7774,https://gpu.userbenchmark.com/SpeedTest/7814/NVIDIA-GeForce-GT-630M,
GPU,,Nvidia,GeForce GT625M,461,3.3,44,https://gpu.userbenchmark.com/SpeedTest/25295/NVIDIA-GeForce-GT625M,
GPU,,Nvidia,GeForce GT 530,462,3.29,5672,https://gpu.userbenchmark.com/SpeedTest/8407/NVIDIA-GeForce-GT-530,
GPU,,AMD,Radeon HD 5500,463,3.26,5613,https://gpu.userbenchmark.com/SpeedTest/8853/AMD-Radeon-HD-5500,
GPU,,ATI,Mobility Radeon HD 4650,464,3.21,4405,https://gpu.userbenchmark.com/SpeedTest/7667/ATI-Mobility-Radeon-HD-4650,
GPU,,Nvidia,Quadro 1000M,465,3.21,6108,https://gpu.userbenchmark.com/SpeedTest/7836/NVIDIA-Quadro-1000M,
GPU,,Nvidia,NVS 5200M,466,3.2,1721,https://gpu.userbenchmark.com/SpeedTest/7691/NVIDIA-NVS-5200M,
GPU,,ATI,Radeon HD 4650,467,3.2,1681,https://gpu.userbenchmark.com/SpeedTest/7844/ATI-Radeon-HD-4650,
GPU,,Intel,HD 4000 (Desktop 1.15 GHz),468,3.18,52547,https://gpu.userbenchmark.com/Intel-HD-4000-Desktop-115-GHz/Rating/2169,
GPU,,Nvidia,GeForce GT 435M,469,3.14,627,https://gpu.userbenchmark.com/SpeedTest/8260/NVIDIA-GeForce-GT-435M,
GPU,,Nvidia,NVS 510,470,3.11,2450,https://gpu.userbenchmark.com/SpeedTest/10074/NVIDIA-NVS-510,
GPU,,Nvidia,GeForce GT 430,471,3.06,22369,https://gpu.userbenchmark.com/SpeedTest/7745/NVIDIA-GeForce-GT-430,
GPU,,Intel,HD 4600 (Desktop 1.25 GHz),472,3.06,230189,https://gpu.userbenchmark.com/Intel-HD-4600-Desktop-125-GHz/Rating/2168,
GPU,,Nvidia,Quadro FX 2700M,473,3.03,788,https://gpu.userbenchmark.com/SpeedTest/7747/NVIDIA-Quadro-FX-2700M,
GPU,,AMD,Radeon HD 7600G,474,3.02,1577,https://gpu.userbenchmark.com/SpeedTest/12867/AMD-Radeon-HD-7600G---7500M7600M-Dual-Graphics,
GPU,,AMD,Radeon HD 6620G,475,3.01,3311,https://gpu.userbenchmark.com/SpeedTest/8118/AMD-Radeon-HD-6620G,
GPU,,Nvidia,GeForce GT 540M,476,3,15328,https://gpu.userbenchmark.com/SpeedTest/8006/NVIDIA-GeForce-GT-540M,
GPU,,Intel,HD 4000 (Mobile 1.25 GHz),477,2.98,409110,https://gpu.userbenchmark.com/SpeedTest/7653/IntelR-HD-Graphics-4000,
GPU,,Nvidia,Quadro 600,478,2.98,15964,https://gpu.userbenchmark.com/SpeedTest/8084/NVIDIA-Quadro-600,
GPU,,Intel,HD 4600 (Mobile 1.15 GHz),479,2.94,258091,https://gpu.userbenchmark.com/SpeedTest/7676/IntelR-HD-Graphics-4600,
GPU,,Nvidia,Quadro FX 1800M,480,2.94,1209,https://gpu.userbenchmark.com/SpeedTest/7771/NVIDIA-Quadro-FX-1800M,
GPU,,AMD,Radeon HD 8470D,481,2.92,8268,https://gpu.userbenchmark.com/SpeedTest/9693/AMD-Radeon-HD-8470D,
GPU,,Intel,HD 515 (Mobile Skylake),482,2.92,10056,https://gpu.userbenchmark.com/SpeedTest/38173/IntelR-HD-Graphics-515,
GPU,,Nvidia,GeForce GT 130,483,2.85,236,https://gpu.userbenchmark.com/SpeedTest/12240/NVIDIA-GeForce-GT-130,
GPU,,Nvidia,GeForce GT 335M,484,2.85,977,https://gpu.userbenchmark.com/SpeedTest/10735/NVIDIA-GeForce-GT-335M,
GPU,,AMD,Radeon HD 7540D,485,2.79,4337,https://gpu.userbenchmark.com/SpeedTest/7756/AMD-Radeon-HD-7540D,
GPU,,Intel, HD 610 (Desktop Kaby Lake),486,2.7,14881,https://gpu.userbenchmark.com/SpeedTest/225196/IntelR-HD-Graphics-610,
GPU,,Nvidia,GeForce GT 425M,487,2.63,3013,https://gpu.userbenchmark.com/SpeedTest/7792/NVIDIA-GeForce-GT-425M,
GPU,,Intel,HD 4400 (Desktop 1.15 GHz),488,2.6,64721,https://gpu.userbenchmark.com/SpeedTest/8064/IntelR-HD-Graphics-4400,
GPU,,AMD,Radeon HD 6530D,489,2.55,4675,https://gpu.userbenchmark.com/SpeedTest/7795/AMD-Radeon-HD-6530D,
GPU,,Intel,HD P4000 (Server 1.25 GHz),490,2.55,53,https://gpu.userbenchmark.com/SpeedTest/8592/IntelR-HD-Graphics-P4000,
GPU,,Intel,HD 510 (Desktop Skylake),491,2.54,16316,https://gpu.userbenchmark.com/SpeedTest/38088/IntelR-HD-Graphics-510,
GPU,,Intel,Core M HD 5300,492,2.53,7223,https://gpu.userbenchmark.com/SpeedTest/16575/IntelR-HD-Graphics-5300,
GPU,,Nvidia,GeForce GT 525M,493,2.45,9032,https://gpu.userbenchmark.com/SpeedTest/8869/NVIDIA-GeForce-GT-525M,
GPU,,AMD,Radeon HD 7520G,494,2.44,4996,https://gpu.userbenchmark.com/SpeedTest/8569/AMD-Radeon-HD-7520G,
GPU,,Nvidia,GeForce 9700M GT,495,2.41,302,https://gpu.userbenchmark.com/SpeedTest/12102/NVIDIA-GeForce-9700M-GT,
GPU,,Nvidia,GeForce GT 420M,496,2.37,1922,https://gpu.userbenchmark.com/SpeedTest/8926/NVIDIA-GeForce-GT-420M,
GPU,,Intel,HD 4400 (Mobile 1.0/1.1 GHz),497,2.36,275372,https://gpu.userbenchmark.com/SpeedTest/7668/IntelR-HD-Graphics-Family,
GPU,,Nvidia,GeForce GT 330M,498,2.36,7697,https://gpu.userbenchmark.com/SpeedTest/7739/NVIDIA-GeForce-GT-330M,
GPU,,ATI,Radeon HD 2600,499,2.36,6,https://gpu.userbenchmark.com/SpeedTest/11511/ATI-Radeon-HD-26003600,
GPU,,Nvidia,NVS 5100M,500,2.34,1931,https://gpu.userbenchmark.com/SpeedTest/8318/NVIDIA-NVS-5100M,
GPU,,AMD,Radeon HD 7500G,501,2.34,1262,https://gpu.userbenchmark.com/SpeedTest/9442/AMD-Radeon-HD-7500G,
GPU,,Nvidia,GeForce GT 220,502,2.33,19671,https://gpu.userbenchmark.com/SpeedTest/7737/NVIDIA-GeForce-GT-220,
GPU,,AMD,Radeon HD 6520G,503,2.32,8067,https://gpu.userbenchmark.com/SpeedTest/7806/AMD-Radeon-HD-6520G,
GPU,,Nvidia,GeForce GT 240M,504,2.31,2359,https://gpu.userbenchmark.com/SpeedTest/8596/NVIDIA-GeForce-GT-240M,
GPU,,Nvidia,Quadro FX 880M,505,2.3,4542,https://gpu.userbenchmark.com/SpeedTest/7780/NVIDIA-Quadro-FX-880M,
GPU,,ATI,Radeon HD 2600-XT,506,2.27,1081,https://gpu.userbenchmark.com/SpeedTest/7897/ATI-Radeon-HD-2600-XT,
GPU,,AMD,Radeon  HD 6490M,507,2.27,416,https://gpu.userbenchmark.com/SpeedTest/7775/Radeon-TM-HD-6490M,
GPU,,Nvidia,GeForce 8600 GTS,508,2.25,2598,https://gpu.userbenchmark.com/SpeedTest/8311/NVIDIA-GeForce-8600-GTS,
GPU,,Nvidia,GeForce GT 130M,509,2.23,682,https://gpu.userbenchmark.com/SpeedTest/9306/NVIDIA-GeForce-GT-130M,
GPU,,ATI,Mobility Radeon HD 3670,510,2.2,405,https://gpu.userbenchmark.com/SpeedTest/10736/ATI-Mobility-Radeon-HD-3670,
GPU,,AMD,Radeon HD 7470M,511,2.15,449,https://gpu.userbenchmark.com/SpeedTest/9296/AMD-Radeon-HD-7470M,
GPU,,AMD,Radeon HD 8370D,512,2.14,5124,https://gpu.userbenchmark.com/SpeedTest/10640/AMD-Radeon-HD-8370D,
GPU,,ATI,Mobility Radeon HD 2600-XT,513,2.11,296,https://gpu.userbenchmark.com/SpeedTest/9915/ATI-Mobility-Radeon-HD-2600-XT,
GPU,,Nvidia,GeForce GT 520MX,514,2.08,1577,https://gpu.userbenchmark.com/SpeedTest/8048/NVIDIA-GeForce-GT-520MX,
GPU,,Nvidia,GeForce GT 620,515,2.07,17163,https://gpu.userbenchmark.com/SpeedTest/8899/NVIDIA-GeForce-GT-620,
GPU,,Nvidia,Quadro FX 770M,516,2.06,849,https://gpu.userbenchmark.com/SpeedTest/7999/NVIDIA-Quadro-FX-770M,
GPU,,AMD,Radeon R5,517,2.05,40685,https://gpu.userbenchmark.com/SpeedTest/12264/AMD-RadeonTM-R5-Graphics,
GPU,,AMD,Radeon HD 7480D,518,2.05,8289,https://gpu.userbenchmark.com/SpeedTest/7856/AMD-Radeon-HD-7480D,
GPU,,Nvidia,GeForce GT 230M,519,2.05,2911,https://gpu.userbenchmark.com/SpeedTest/8017/NVIDIA-GeForce-GT-230M,
GPU,,AMD,HD 7470,520,2.04,14835,https://gpu.userbenchmark.com/SpeedTest/8681/AMD-Radeon-HD-7000-series,
GPU,,Nvidia,GeForce 9500 GS,521,2.04,1408,https://gpu.userbenchmark.com/SpeedTest/11103/NVIDIA-GeForce-9500-GS,
GPU,,Intel,HD 3000 (Desktop V2 1.35 GHz),522,2.03,6831,https://gpu.userbenchmark.com/Intel-HD-3000-Desktop-V2-135-GHz/Rating/2170,
GPU,,Nvidia,GeForce 9650M-GT,523,2,331,https://gpu.userbenchmark.com/SpeedTest/9295/NVIDIA-GeForce-9650M-GT,
GPU,,Nvidia,Quadro FX 1600M,524,1.97,423,https://gpu.userbenchmark.com/SpeedTest/8782/NVIDIA-Quadro-FX-1600M,
GPU,,Nvidia,Quadro 400,525,1.96,1018,https://gpu.userbenchmark.com/SpeedTest/9363/NVIDIA-Quadro-400,
GPU,,Nvidia,GeForce GT 705,526,1.95,4665,https://gpu.userbenchmark.com/SpeedTest/13024/NVIDIA-GeForce-GT-705,
GPU,,ATI,Mobility FireGL V5700,527,1.95,178,https://gpu.userbenchmark.com/SpeedTest/10460/ATI-Mobility-FireGL-V5700,
GPU,,Intel,HD 4200 (Mobile 0.85 GHz),528,1.94,3426,https://gpu.userbenchmark.com/SpeedTest/8662/IntelR-HD-Graphics-Family,
GPU,,Nvidia,GeForce GT 220M,529,1.94,962,https://gpu.userbenchmark.com/SpeedTest/11828/NVIDIA-GeForce-GT-220M,
GPU,,AMD,Radeon HD 7400M,530,1.92,4688,https://gpu.userbenchmark.com/SpeedTest/7817/AMD-Radeon-HD-7400M,
GPU,,AMD,Radeon HD 6480G,531,1.9,5005,https://gpu.userbenchmark.com/SpeedTest/8221/AMD-RadeonTM-HD-6480G,
GPU,,Nvidia,GeForce 7900 GTX,532,1.9,191,https://gpu.userbenchmark.com/SpeedTest/10625/NVIDIA-GeForce-7900-GTX,
GPU,,Nvidia,GeForce 320M,533,1.88,551,https://gpu.userbenchmark.com/SpeedTest/9153/NVIDIA-GeForce-320M,
GPU,,AMD,Radeon HD 6470M,534,1.88,4805,https://gpu.userbenchmark.com/SpeedTest/7679/AMD-Radeon-HD-6470M,
GPU,,Nvidia,GeForce 610M,535,1.84,4874,https://gpu.userbenchmark.com/SpeedTest/8250/NVIDIA-GeForce-610M,
GPU,,ATI,HD 3650,536,1.83,4070,https://gpu.userbenchmark.com/SpeedTest/7982/ATI-Radeon-HD-3600,
GPU,,Intel,HD 3000 (Mobile V2 1.3 GHz),537,1.82,110588,https://gpu.userbenchmark.com/SpeedTest/7647/IntelR-HD-Graphics-3000,
GPU,,Nvidia,GeForce 9500 GT,538,1.82,27834,https://gpu.userbenchmark.com/SpeedTest/7816/NVIDIA-GeForce-9500-GT,
GPU,,Nvidia,Quadro NVS 320M,539,1.81,168,https://gpu.userbenchmark.com/SpeedTest/8310/NVIDIA-Quadro-NVS-320M,
GPU,,Nvidia,GeForce GT 520,540,1.79,16336,https://gpu.userbenchmark.com/SpeedTest/7768/NVIDIA-GeForce-GT-520,
GPU,,AMD,Radeon R3 Graphics,541,1.77,6021,https://gpu.userbenchmark.com/SpeedTest/12440/AMD-RadeonTM-R3-Graphics,
GPU,,Nvidia,NVS 4200M,542,1.75,6825,https://gpu.userbenchmark.com/SpeedTest/7966/NVIDIA-NVS-4200M,
GPU,,Nvidia,GeForce GT 520M,543,1.75,5654,https://gpu.userbenchmark.com/SpeedTest/8308/NVIDIA-GeForce-GT-520M,
GPU,,AMD,Radeon HD 8400-R3,544,1.74,11968,https://gpu.userbenchmark.com/SpeedTest/11160/AMD-Radeon-HD-8400--R3,
GPU,,AMD,Radeon HD 7400G,545,1.73,379,https://gpu.userbenchmark.com/SpeedTest/10815/AMD-Radeon-HD-7400G,
GPU,,Nvidia,GeForce GT 420,546,1.73,9903,https://gpu.userbenchmark.com/SpeedTest/10183/NVIDIA-GeForce-GT-420,
GPU,,Nvidia,GeForce GT 610,547,1.72,62458,https://gpu.userbenchmark.com/SpeedTest/7736/NVIDIA-GeForce-GT-610,
GPU,,AMD,Radeon HD 7450,548,1.7,10238,https://gpu.userbenchmark.com/SpeedTest/8053/AMD-RadeonTM-HD-7450,
GPU,,Intel,HD 3000 (Desktop V1 1.1 GHz),549,1.68,8807,https://gpu.userbenchmark.com/SpeedTest/7649/IntelR-HD-Graphics-3000,
GPU,,AMD,Radeon HD 6450,550,1.68,32407,https://gpu.userbenchmark.com/SpeedTest/7821/AMD-Radeon-HD-6450,
GPU,,AMD,Radeon HD 6410D,551,1.67,3128,https://gpu.userbenchmark.com/SpeedTest/8199/AMD-Radeon-HD-6410D,
GPU,,Nvidia,Quadro FX 580,552,1.66,5936,https://gpu.userbenchmark.com/SpeedTest/7761/NVIDIA-Quadro-FX-580,
GPU,,Nvidia,GeForce 9600M-GS,553,1.66,1033,https://gpu.userbenchmark.com/SpeedTest/9821/NVIDIA-GeForce-9600M-GS,
GPU,,Nvidia,GeForce 9600M-GT,554,1.64,3959,https://gpu.userbenchmark.com/SpeedTest/7707/NVIDIA-GeForce-9600M-GT,
GPU,,Intel,UHD Graphics 605,555,1.63,14651,https://gpu.userbenchmark.com/SpeedTest/487064/IntelR-UHD-Graphics-605,
GPU,,Nvidia,GeForce 8600 GT,556,1.6,8099,https://gpu.userbenchmark.com/SpeedTest/7659/NVIDIA-GeForce-8600-GT,
GPU,,Nvidia,Quadro FX 570M,557,1.59,446,https://gpu.userbenchmark.com/SpeedTest/9414/NVIDIA-Quadro-FX-570M,
GPU,,Intel,HD 3000 (Mobile V1 1.1/1.2 GHz),558,1.58,209058,https://gpu.userbenchmark.com/SpeedTest/7646/IntelR-HD-Graphics-3000,
GPU,,Intel,HD Graphics (G4 Pentium/Celeron 1.05/1.15 GHz),559,1.56,43454,https://gpu.userbenchmark.com/SpeedTest/7701/IntelR-HD-Graphics,
GPU,,ATI,Mobility Radeon HD 3650,560,1.53,3003,https://gpu.userbenchmark.com/SpeedTest/7902/ATI-Mobility-Radeon-HD-3650,
GPU,,AMD,Radeon HD 8330,561,1.5,8573,https://gpu.userbenchmark.com/SpeedTest/8155/AMD-Radeon-HD-8330,
GPU,,Nvidia,GeForce 410M,562,1.42,4608,https://gpu.userbenchmark.com/SpeedTest/9169/NVIDIA-GeForce-410M,
GPU,,ATI,Mobility Radeon HD 4570,563,1.4,396,https://gpu.userbenchmark.com/SpeedTest/7827/ATI-Mobility-Radeon-HD-4570,
GPU,,Intel,HD 2500 (Desktop 1.05 GHz),564,1.4,146665,https://gpu.userbenchmark.com/SpeedTest/7696/IntelR-HD-Graphics,
GPU,,Intel,UHD Graphics 600,565,1.38,35976,https://gpu.userbenchmark.com/SpeedTest/407837/IntelR-UHD-Graphics-600,
GPU,,Intel,HD Graphics (G3 Pentium/Celeron 1.0/1.1 GHz),566,1.36,28701,https://gpu.userbenchmark.com/SpeedTest/7695/IntelR-HD-Graphics,
GPU,,ATI,Mobility Radeon HD 2600,567,1.36,487,https://gpu.userbenchmark.com/SpeedTest/10285/ATI-Mobility-Radeon-HD-2600,
GPU,,ATI,Mobility Radeon HD 6370,568,1.33,336,https://gpu.userbenchmark.com/SpeedTest/11239/ATI-Mobility-Radeon-HD-6370,
GPU,,Nvidia,GeForce 7800 GTX,569,1.31,207,https://gpu.userbenchmark.com/SpeedTest/12348/NVIDIA-GeForce-7800-GTX,
GPU,,Nvidia,GeForce 8600M GT,570,1.31,2041,https://gpu.userbenchmark.com/SpeedTest/8081/NVIDIA-GeForce-8600M-GT,
GPU,,ATI,Mobility Radeon HD 545v,571,1.31,267,https://gpu.userbenchmark.com/SpeedTest/8734/ATI-Mobility-Radeon-HD-545v,
GPU,,Nvidia,GeForce GT 415M,572,1.31,85,https://gpu.userbenchmark.com/SpeedTest/16834/NVIDIA-GeForce-GT-415M,
GPU,,AMD,HD 8240,573,1.3,3521,https://gpu.userbenchmark.com/SpeedTest/9779/AMD-Radeon-HD-8240,
GPU,,AMD,Radeon HD 6370M,574,1.29,535,https://gpu.userbenchmark.com/SpeedTest/10005/AMD-Radeon-HD-6370M,
GPU,,ATI,Mobility Radeon HD 4500,575,1.28,9615,https://gpu.userbenchmark.com/SpeedTest/7949/ATI-Mobility-Radeon-HD-45005100,
GPU,,Nvidia,Quadro FX 4500,576,1.24,309,https://gpu.userbenchmark.com/SpeedTest/8032/NVIDIA-Quadro-FX-4500,
GPU,,ATI,Radeon HD 2600-PRO,577,1.21,190,https://gpu.userbenchmark.com/SpeedTest/8524/ATI-Radeon-HD-2600-PRO,
GPU,,Nvidia,Quadro FX 1700,578,1.21,2013,https://gpu.userbenchmark.com/SpeedTest/9158/NVIDIA-Quadro-FX-1700,
GPU,,ATI,Radeon HD 4550,579,1.2,3005,https://gpu.userbenchmark.com/SpeedTest/8944/ATI-Radeon-HD-4550,
GPU,,Nvidia,GeForce 7900 GS,580,1.19,538,https://gpu.userbenchmark.com/SpeedTest/8541/NVIDIA-GeForce-7900-GS,
GPU,,ATI,Mobility Radeon HD 5470,581,1.16,14621,https://gpu.userbenchmark.com/SpeedTest/7794/ATI-Mobility-Radeon-HD-5470,
GPU,,AMD,Radeon HD 6300M,582,1.16,2918,https://gpu.userbenchmark.com/SpeedTest/9894/AMD-Radeon-HD-6300M,
GPU,,Nvidia,GeForce GT 320M,583,1.13,1680,https://gpu.userbenchmark.com/SpeedTest/7796/NVIDIA-GeForce-GT-320M,
GPU,,Nvidia,Quadro FX 3500,584,1.12,426,https://gpu.userbenchmark.com/SpeedTest/10152/NVIDIA-Quadro-FX-3500,
GPU,,Nvidia,GeForce 7800 GT,585,1.11,231,https://gpu.userbenchmark.com/SpeedTest/8420/NVIDIA-GeForce-7800-GT,
GPU,,AMD,Radeon HD 7350,586,1.11,1650,https://gpu.userbenchmark.com/SpeedTest/12157/AMD-Radeon-HD-7350,
GPU,,Nvidia,Quadro FX 380,587,1.1,1139,https://gpu.userbenchmark.com/SpeedTest/8914/NVIDIA-Quadro-FX-380,
GPU,,Nvidia,GeForce 310M,588,1.09,8303,https://gpu.userbenchmark.com/SpeedTest/8049/NVIDIA-GeForce-310M,
GPU,,Nvidia,GeForce 9400 GT,589,1.08,12718,https://gpu.userbenchmark.com/SpeedTest/7963/NVIDIA-GeForce-9400-GT,
GPU,,ATI,Mobility Radeon HD 530v,590,1.07,250,https://gpu.userbenchmark.com/SpeedTest/10176/ATI-Mobility-Radeon-HD-530v,
GPU,,ATI,Mobility Radeon HD 4350,591,1.06,1871,https://gpu.userbenchmark.com/SpeedTest/9335/ATI-Mobility-Radeon-HD-43004500,
GPU,,AMD,Radeon HD 6350,592,1.06,2808,https://gpu.userbenchmark.com/SpeedTest/10261/AMD-Radeon-HD-6350,
GPU,,Nvidia,GeForce 315M,593,1.06,3213,https://gpu.userbenchmark.com/SpeedTest/10068/NVIDIA-GeForce-315M,
GPU,,Nvidia,GeForce G210M,594,1.05,1370,https://gpu.userbenchmark.com/SpeedTest/8875/NVIDIA-GeForce-G210M,
GPU,,AMD,FirePro 2270,595,1.05,480,https://gpu.userbenchmark.com/SpeedTest/7813/AMD-FirePro-2270,
GPU,,Nvidia,NVS 310,596,1.04,458,https://gpu.userbenchmark.com/SpeedTest/10691/NVIDIA-NVS-310,
GPU,,Nvidia,NVS 3100M,597,1.04,9073,https://gpu.userbenchmark.com/SpeedTest/7837/NVIDIA-NVS-3100M,
GPU,,ATI,Radeon HD 4300,598,1.04,14988,https://gpu.userbenchmark.com/SpeedTest/7860/ATI-Radeon-HD-43004500,
GPU,,AMD,Radeon HD 7340,599,1.02,3203,https://gpu.userbenchmark.com/SpeedTest/8996/AMD-Radeon-HD-7340-Graphics,
GPU,,ATI,Radeon HD 5400,600,1.02,10400,https://gpu.userbenchmark.com/SpeedTest/8063/ATI-Radeon-HD-5400,
GPU,,Nvidia,GeForce 310,601,1.02,4147,https://gpu.userbenchmark.com/SpeedTest/9197/NVIDIA-GeForce-310,
GPU,,AMD,Radeon HD 5450,602,1.01,66079,https://gpu.userbenchmark.com/SpeedTest/7719/AMD-Radeon-HD-5450,
GPU,,Nvidia,GeForce 305M,603,1,45,https://gpu.userbenchmark.com/SpeedTest/10705/NVIDIA-GeForce-305M,
GPU,,AMD,HD 8210,604,0.96,4832,https://gpu.userbenchmark.com/SpeedTest/7831/AMD-Radeon-HD-8210,
GPU,,AMD,Radeon HD 6320,605,0.95,8182,https://gpu.userbenchmark.com/SpeedTest/8103/AMD-Radeon-HD-6320-Graphics,
GPU,,Nvidia,GeForce Go 7900,606,0.95,122,https://gpu.userbenchmark.com/SpeedTest/9175/NVIDIA-GeForce-Go-7900-GS,
GPU,,Nvidia,NVS 300,607,0.94,2463,https://gpu.userbenchmark.com/SpeedTest/8966/NVIDIA-NVS-300,
GPU,,Nvidia,GeForce G210,608,0.94,3988,https://gpu.userbenchmark.com/SpeedTest/11784/NVIDIA-GeForce-G210,
GPU,,Nvidia,GeForce 8600M GS,609,0.93,884,https://gpu.userbenchmark.com/SpeedTest/8192/NVIDIA-GeForce-8600M-GS,
GPU,,ATI,Mobility Radeon HD 4300,610,0.92,2791,https://gpu.userbenchmark.com/SpeedTest/8572/ATI-Mobility-Radeon-HD-4300,
GPU,,Nvidia,GeForce 7600 GT,611,0.87,1212,https://gpu.userbenchmark.com/SpeedTest/8028/NVIDIA-GeForce-7600-GT,
GPU,,Nvidia,GeForce 210,612,0.87,98254,https://gpu.userbenchmark.com/SpeedTest/7740/NVIDIA-GeForce-210,
GPU,,Nvidia,GeForce 9400M,613,0.87,596,https://gpu.userbenchmark.com/SpeedTest/7998/NVIDIA-GeForce-9400M,
GPU,,Nvidia,GeForce 8400M GT,614,0.85,372,https://gpu.userbenchmark.com/SpeedTest/10523/NVIDIA-GeForce-8400M-GT,
GPU,,ATI,Radeon HD 4200,615,0.82,10090,https://gpu.userbenchmark.com/SpeedTest/8091/ATI-Radeon-HD-4200,
GPU,,Nvidia,GeForce 7800 GS,616,0.82,41,https://gpu.userbenchmark.com/SpeedTest/11875/NVIDIA-GeForce-7800-GS,
GPU,,Nvidia,Quadro FX 570,617,0.8,1354,https://gpu.userbenchmark.com/SpeedTest/8189/NVIDIA-Quadro-FX-570,
GPU,,AMD,Radeon HD 7310,618,0.8,7882,https://gpu.userbenchmark.com/SpeedTest/9174/AMD-Radeon-HD-7310-Graphics,
GPU,,AMD,Radeon HD 6310,619,0.79,13166,https://gpu.userbenchmark.com/SpeedTest/7807/AMD-Radeon-HD-6310-Graphics,
GPU,,ATI,Mobility Radeon HD 4250,620,0.78,11054,https://gpu.userbenchmark.com/SpeedTest/8680/ATI-Mobility-Radeon-HD-4250,
